Date,QBX1_CONDUCTIVITY,QBX1_TEMPERATURE,QBX1_ORP,QBX1_PH,QBX1_CORROSION_RATE,QBX1_FLUOROMETER,QBX1_FLOW_SWITCH,QBX1_RELAY1,QBX1_RELAY2,QBX1_RELAY3,QBX1_RELAY4,QBX1_RELAY5,QBX1_RELAY6,QBX1_RELAY7,QBX1_RELAY8
2023-08-06 00:00:27,3198.0,24.5,268.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:28,3199.0,24.9,270.0,7.5,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:29,3198.0,24.8,269.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:30,3199.0,24.5,269.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:31,3198.0,25.0,270.0,7.5,0.8,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:32,3200.0,24.6,268.0,7.4,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:33,3200.0,24.5,270.0,7.5,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:34,3199.0,24.9,269.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:35,3198.0,24.6,268.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:36,3199.0,24.7,269.0,7.4,0.8,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:37,3199.0,24.9,270.0,7.5,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:38,3198.0,25.0,269.0,7.5,0.9,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:39,3199.0,24.6,268.0,7.5,0.8,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:40,3198.0,24.5,269.0,7.5,0.8,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:41,3199.0,24.6,268.0,7.5,0.9,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:42,3199.0,24.6,269.0,7.4,0.8,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:43,3198.0,24.8,270.0,7.5,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:44,3199.0,24.9,269.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:45,3200.0,24.9,269.0,7.4,0.9,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:46,3199.0,24.6,270.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:47,3200.0,24.5,269.0,7.4,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:48,3199.0,24.8,269.0,7.5,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:49,3199.0,24.9,270.0,7.5,0.8,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:50,3198.0,24.8,268.0,7.4,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:51,3198.0,25.0,268.0,7.4,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:52,3198.0,24.7,268.0,7.4,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:53,3199.0,24.7,269.0,7.5,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:54,3199.0,24.8,268.0,7.5,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:55,3199.0,24.6,268.0,7.4,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:56,3199.0,24.6,268.0,7.5,0.9,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:57,3199.0,24.6,269.0,7.5,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:58,3199.0,24.9,268.0,7.4,0.8,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:00:59,3198.0,24.8,268.0,7.5,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:00,3199.0,24.6,269.0,7.4,0.8,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:01,3198.0,24.8,268.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:02,3199.0,24.6,269.0,7.5,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:03,3199.0,24.9,268.0,7.4,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:04,3200.0,24.6,268.0,7.5,0.9,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:05,3199.0,24.6,269.0,7.4,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:06,3198.0,24.7,268.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:07,3199.0,25.0,270.0,7.4,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:08,3199.0,24.9,268.0,7.4,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:09,3199.0,25.0,268.0,7.5,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:10,3200.0,24.9,269.0,7.4,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:11,3199.0,24.5,270.0,7.5,0.9,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:12,3198.0,24.5,269.0,7.5,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:13,3198.0,25.0,269.0,7.5,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:14,3199.0,24.9,269.0,7.4,0.8,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:15,3198.0,24.9,268.0,7.5,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:16,3198.0,24.9,269.0,7.4,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:17,3198.0,24.6,270.0,7.4,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:18,3200.0,24.7,269.0,7.4,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:19,3199.0,25.0,269.0,7.5,0.9,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:20,3199.0,24.5,269.0,7.5,0.8,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:21,3199.0,24.7,269.0,7.4,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:22,3199.0,24.5,269.0,7.4,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:23,3199.0,24.8,268.0,7.4,0.8,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:24,3199.0,24.5,269.0,7.5,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:25,3200.0,24.7,269.0,7.5,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:26,3199.0,24.5,269.0,7.5,0.8,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:27,3199.0,25.0,269.0,7.4,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:28,3198.0,25.0,269.0,7.5,0.8,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:29,3199.0,24.6,270.0,7.5,0.8,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:30,3198.0,24.7,270.0,7.5,0.8,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:31,3199.0,25.0,270.0,7.4,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:32,3200.0,24.8,270.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:33,3199.0,24.8,269.0,7.5,0.9,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:34,3199.0,25.0,270.0,7.5,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:35,3199.0,24.9,269.0,7.5,0.9,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:36,3200.0,24.6,270.0,7.4,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:37,3199.0,24.8,268.0,7.5,0.8,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:38,3199.0,24.5,269.0,7.5,0.9,21.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:39,3200.0,24.7,268.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:40,3200.0,24.9,270.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:41,3200.0,24.7,269.0,7.5,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:42,3198.0,24.9,269.0,7.5,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:43,3199.0,24.6,270.0,7.4,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:44,3199.0,24.9,268.0,7.5,0.9,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:45,3198.0,24.7,269.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:46,3198.0,24.5,268.0,7.5,0.8,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:47,3200.0,24.6,270.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:48,3198.0,24.5,269.0,7.5,0.9,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:49,3198.0,24.8,270.0,7.5,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:50,3199.0,24.6,268.0,7.4,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:51,3199.0,24.6,268.0,7.4,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:52,3199.0,24.5,270.0,7.4,0.8,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:53,3199.0,24.8,269.0,7.5,0.8,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:54,3200.0,24.9,269.0,7.4,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:55,3198.0,24.8,269.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:56,3200.0,24.7,269.0,7.4,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:57,3199.0,24.6,269.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:58,3199.0,24.5,268.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:01:59,3200.0,24.5,269.0,7.4,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:00,3198.0,24.7,270.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:01,3198.0,24.8,270.0,7.5,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:02,3199.0,24.9,269.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:03,3199.0,24.9,270.0,7.5,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:04,3199.0,24.7,270.0,7.5,0.8,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:05,3198.0,24.5,269.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:06,3198.0,24.9,270.0,7.4,0.8,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:07,3199.0,24.6,270.0,7.4,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:08,3199.0,24.9,270.0,7.5,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:09,3198.0,24.6,269.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:10,3199.0,24.8,269.0,7.5,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:11,3199.0,24.7,269.0,7.4,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:12,3198.0,24.7,269.0,7.5,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:13,3198.0,24.9,270.0,7.5,0.8,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:14,3200.0,24.8,269.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:15,3199.0,25.0,269.0,7.4,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:16,3199.0,24.7,270.0,7.5,0.9,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:17,3199.0,24.7,268.0,7.5,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:18,3199.0,24.8,268.0,7.4,0.8,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:19,3200.0,24.5,269.0,7.4,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:20,3200.0,24.6,270.0,7.5,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:21,3200.0,24.5,269.0,7.4,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:22,3200.0,25.0,268.0,7.4,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:23,3200.0,24.5,268.0,7.5,0.8,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:24,3200.0,24.6,268.0,7.5,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:25,3200.0,24.9,270.0,7.4,0.8,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:26,3200.0,24.7,269.0,7.4,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:27,3200.0,24.7,269.0,7.5,0.8,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:28,3198.0,24.9,270.0,7.4,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:29,3199.0,24.7,270.0,7.5,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:30,3198.0,24.7,270.0,7.5,0.8,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:31,3198.0,24.6,270.0,7.5,0.8,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:32,3200.0,24.7,268.0,7.5,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:33,3198.0,24.8,269.0,7.4,0.8,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:34,3199.0,25.0,268.0,7.5,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:35,3199.0,24.9,270.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:36,3198.0,24.6,269.0,7.5,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:37,3198.0,24.9,268.0,7.4,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:38,3198.0,24.7,269.0,7.5,0.9,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:39,3199.0,24.8,270.0,7.4,0.9,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:40,3200.0,24.9,269.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:41,3198.0,24.5,268.0,7.5,0.9,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:42,3199.0,24.7,269.0,7.5,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:43,3199.0,24.6,269.0,7.4,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:44,3200.0,24.6,270.0,7.5,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:45,3199.0,24.7,269.0,7.4,0.9,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:46,3200.0,24.6,270.0,7.5,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:47,3198.0,25.0,270.0,7.4,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:48,3200.0,24.8,269.0,7.5,0.8,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:49,3199.0,24.7,268.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:50,3199.0,24.9,269.0,7.4,0.9,20.2,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:51,3199.0,25.0,269.0,7.5,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:52,3198.0,24.7,270.0,7.5,0.9,20.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:53,3198.0,24.6,268.0,7.4,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:54,3198.0,24.8,269.0,7.5,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:55,3199.0,24.8,269.0,7.5,0.8,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:56,3200.0,24.9,268.0,7.5,0.9,20.8,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:57,3199.0,24.6,269.0,7.4,0.9,20.4,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:58,3199.0,24.6,269.0,7.4,0.9,20.3,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:02:59,3199.0,24.9,269.0,7.5,0.9,20.7,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:03:00,3198.0,24.6,270.0,7.4,0.9,20.1,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:03:01,3199.0,24.9,269.0,7.5,0.8,20.9,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:03:02,3200.0,25.0,270.0,7.4,0.9,20.5,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2023-08-06 00:03:03,3199.0,24.6,268.0,7.4,0.8,20.6,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
